price,name,level,monster
108998,Kosakhiin el Lunítico,Nivel: 92 - 100,Kosakepega
109999,Crujidilo Dundee el Australiano,Nivel: 62 - 70,Crujidor de las llanuras
109999,Charratos el Diletante,Nivel: 52 - 60,Ramán de alcantarilla
110000,Pulgargrolito el Astuto,Nivel: 32 - 40,Gárgrola
113998,Palmiró el Tetradimensional,Nivel: 37 - 49,Palmiflor kuraçao
114999,Ratokio de Alcontel la Despeinada,Nivel: 22 - 30,Miserata strubiense
114999,Ratokio de Alcontel la Despeinada,Nivel: 22 - 30,Miserata strubiense
115400,Escaramelo el Derretido,Nivel: 34 - 42,Escarahoja verde
116000,Dragmocles el Fatalista,Nivel: 62 - 70,Dragohuevo pizarroso
116000,Dragmocles el Fatalista,Nivel: 62 - 70,Dragohuevo pizarroso
116898,Banrí Mantís el Pigmentado,Nivel: 42 - 50,Bandido manco
116999,Kaonuclear el Inestable,Nivel: 162 - 170,Kaonashi
118000,Grambadabum el Elemental,Nivel: 132 - 140,Bumbardero
118111,Capioricito Rojo el Forestal,Nivel: 11 - 15,Pío rojo
118886,Gearsol Metalvaje el Espía,Nivel: 16 - 20,Girasol salvaje
118995,Bakazhielo el Congelado,Nivel: 162 - 170,Bakazako
118999,Abrákneo el Elegido,Nivel: 42 - 50,Abrakno
118999,Abrákneo el Elegido,Nivel: 42 - 50,Abrakno
119000,Abroesidor el Navegante,Nivel: 151 - 162,Abrajidor claro
122500,Pekekokoitu el Interruptus,Nivel: 42 - 50,Pekekoko
123000,Milirratatúi el Gastrónomo,Nivel: 22 - 30,Milirrata strubiense
123800,Kenoikenó el Negativo,Nivel: 132 - 140,Ino-naru
125999,Merkxguerrita el Ogro,Nivel: 125 - 137,Marguerrita
125999,Merkxguerrita el Ogro,Nivel: 125 - 137,Marguerrita
128999,Tofumado el Alucinado,Nivel: 11 - 15,Tofu enfermo
129999,Florivera el Muralista,Nivel: 129 - 141,Floribundo
130444,Esquenosé el Indeciso,Nivel: 127 - 139,Esquejika
132989,Crustérix el Viajante,Nivel: 36 - 48,Crustoral mohito
132989,Crustérix el Viajante,Nivel: 36 - 48,Crustoral mohito
133000,Dragamenón el Destructroyer,Nivel: 60 - 72,Dragopavo pelirrojo salvaje
133000,Dragamenón el Destructroyer,Nivel: 60 - 72,Dragopavo pelirrojo salvaje
133333,Abrajinieves el Enanito,Nivel: 131 - 143,Abrajidor oscuro
133999,Peketchup el Hamburguesero,Nivel: 80 - 88,Pekewalak
133999,Piralhaka el Maorí,Nivel: 80 - 88,Piralak
136007,Don Kizoth el Obstinado,Nivel: 126 - 138,Maestro zoth
138000,Drakójak el Piruletas,Nivel: 112 - 120,Dragnarok
139999,Estroilette la Atascada,Nivel: 42 - 50,Estrella del mar Rano
144000,Vetaurino el Energizado,Nivel: 66 - 74,Vetorano
145000,Kramelanoma el Ennegrecedor,Nivel: 110 - 118,Krameleón
146997,Paelladero Oscuro el Arrozoso,Nivel: 35 - 47,Panadero oscuro
147996,Pekewasqhabit el Juguetón,Nivel: 41 - 49,Pekewabbit
147999,Rafa de Alnadalillas el Canibal,Nivel: 52 - 60,Rata de alcantarilla
148000,Koalugok el Pato,Nivel: 80 - 88,Koalak guinda
148000,Koalalia el Mudo,Nivel: 80 - 88,Koalak coco
148000,Koalalia el Mudo,Nivel: 80 - 88,Koalak coco
148000,Koalugok el Pato,Nivel: 80 - 88,Koalak guinda
148900,Scorbuthoveen el Sordo,Nivel: 62 - 70,Scorbuto
148900,Scorbuthoveen el Sordo,Nivel: 62 - 70,Scorbuto
149500,Tofofo el Blandito,Nivel: 130 - 142,Tufo oscuro
149998,Jopetas el Mojado,Nivel: 132 - 140,Petafux
149999,Chavala Zotaina la Castigadora,Nivel: 117 - 129,Chavala zoth
150000,Black Tegerwoddit el Swinguero,Nivel: 42 - 50,Black pekewabbit
154000,Blackowibbit el Imaginativo,Nivel: 46 - 54,Black wabbit
158000,Cuergotismo el Febril,Nivel: 102 - 110,Cuerbok
158999,Nakúmbat el Mortal,Nivel: 82 - 90,Notyebra
158999,Nakúmbat el Mortal,Nivel: 82 - 90,Notyebra
160000,Nieruba el Poeta,Nivel: 126 - 138,Nierba
160000,Nieruba el Poeta,Nivel: 126 - 138,Nierba
163627,Pioch el Arenil,Nivel: 11 - 15,Pío azul
164000,Nozdoku el Numérico,Nivel: 42 - 50,Nozdekoko
168000,Serpistol el Afónico,Nivel: 120 - 128,Serpipluma
168000,Ledrag el Ognat,Nivel: 92 - 100,Dragoss pizarroso
169000,Pekiwbyt Hambriento el Glotón,Nivel: 40 - 48,Pekewabbit Hambriento
169000,Siegálaher los Chulos,Nivel: 108 - 120,Siegalak
169999,El Strópala Otravez el Sam,Nivel: 92 - 104,Stropajo turbado
171000,Koalúkyluk el Solitario,Nivel: 80 - 88,Koalak forestal
174000,Majarola el Doctor,Nivel: 162 - 170,Majaro
175000,Abrakadabra el Pata de Kabra,Nivel: 74 - 86,Abráknido venerable
177000,Peluca la Suavita,Nivel: 42 - 50,Almejillón
178000,Sargende Michael el Narrador,Nivel: 123 - 135,Sargento zoth
178500,Pohozí el Jorobado,Nivel: 142 - 158,Pohoyo
179000,Doomba el Inimitable,Nivel: 82 - 90,Boomba
179000,Doomba el Inimitable,Nivel: 82 - 90,Boomba
180000,Botalak Cabalgator el Ingenioso,Nivel: 102 - 114,Koalak cabalgador
183400,Koelloks el Cerealista,Nivel: 102 - 114,Koalak sanguíneo
183997,Culebretty la Fea,Nivel: 52 - 60,Culebrón
188000,Wogew Wabbit el Engañado,Nivel: 44 - 52,Wabbit
189000,Tsumani el Inundador,Nivel: 162 - 170,Tsume-bozu
189000,Pido el Greñas,Nivel: 11 - 15,Pío rosa
196994,Cocodranel la perfumada,Nivel: 42 - 50,Cocodrail
196994,Cocodranel la perfumada,Nivel: 42 - 50,Cocodrail
198000,Sparito el Feo,Nivel: 57 - 69,Sparo
198000,Sparito el Feo,Nivel: 57 - 69,Sparo
198999,Spío el Dragón,Nivel: 11 - 15,Pío violeta
199999,Warkamole el Apetitoso,Nivel: 74 - 82,Warko marrón
199999,Cortazador el Inconformista,Nivel: 38 - 50,Coralador
200000,Koaluik el Pato,Nivel: 80 - 88,Koalak reineta
200000,Koaluik el Pato,Nivel: 80 - 88,Koalak reineta
212999,Melokomitó la Saciada,Nivel: 152 - 160,Onabu-Geisha
219000,Tambulé el Gastrónomo,Nivel: 152 - 160,Tamburái
220000,Zampatávoro el Miliano,Nivel: 92 - 100,Zampávoro
225000,Dreghouse el Cínico,Nivel: 112 - 120,Dragandrop
228000,Sepaulturero Kleealak el Arquitecto,Nivel: 101 - 112,Koalak sepulturero
235000,Samurrancyo el Senil,Nivel: 152 - 160,Jiangshi-Nobi
240000,Guerreynor Zothia la Superviviente,Nivel: 120 - 132,Guerrero zoth
245000,Kwakamole el Apetitoso,Nivel: 42 - 50,Kwak de tierra
247999,Cracrac el Resistente,Nivel: 62 - 70,Crujidolmen
250000,Akujune el Capado,Nivel: 122 - 130,Kojonuki
264000,Nujosawa el Emperador,Nivel: 20 - 24,Nujo
272400,Fangshui la Parónima,Nivel: 132 - 140,Fangshu
275000,Dragoss To el Caluroso,Nivel: 92 - 100,Dragoss arcilloso
280000,Sabeké la Vendedora,Nivel: 152 - 160,Tsukinoichi
280000,Dragoss&Dungeoss el Original,Nivel: 92 - 100,Dragoss calizo
282553,Warjamer el Miniaturista,Nivel: 106 - 118,Warko violeta
292999,Raninia la Buena,Nivel: 102 - 110,Ranúfar
319998,Colmillamoto el Omnipotente,Nivel: 62 - 70,Colmillo blando
319998,Pischurrasco el Braseado,Nivel: 16 - 20,Pischis azul
330123,Escarálibur la Legendaria,Nivel: 110 - 118,Escarato
330123,Escarálibur la Legendaria,Nivel: 110 - 118,Escarato
340000,Trompsosis el Cardiaco,Nivel: 172 - 180,Trompseta
340999,Cofresno el Espinoso,Nivel: 57 - 65,Cofre equipado
348999,Barchwork el Multicolor,Nivel: 37 - 49,Bwork arquero
350000,Dragore el Sangriento,Nivel: 92 - 100,Dragoss carbonoso
360000,Tufaldo Aréneo el Marielito,Nivel: 144 - 160,Tufo aéreo
360000,Maestro Peado la Cuenta,Nivel: 108 - 120,Maestro koalak
393000,Spionter Vellde el Peligroso,Nivel: 11 - 15,Pío verde
414999,Cerduodenitis el Abdominal,Nivel: 90 - 98,Cerdo de Farle
414999,Cerduodenitis el Abdominal,Nivel: 90 - 98,Cerdo de Farle
418000,Piokacho el Eléctrico,Nivel: 11 - 15,Pío amarillo
430000,Setsa'n Desiti la Amistosa,Nivel: 172 - 180,Seta peleona
431999,Dragrogui el Ebrio,Nivel: 112 - 120,Draguirritado
450000,Barbrétzel el Salado,Nivel: 58 - 70,Barbrusa
450000,Barbrétzel el Salado,Nivel: 58 - 70,Barbrusa
499999,Minocontavan Konm'astuzia el Colorado,Nivel: 120 - 128,Minovillo
510000,Champli el Sonoro,Nivel: 172 - 180,Champidonte
518988,Robocoop el Intercambiado,Nivel: 53 - 61,Robot mangual
529999,Waybbit Esquelite el Rebelde,Nivel: 48 - 56,Wabbit esqueleto
607444,Momíller Frának el Umbrío,Nivel: 106 - 118,Momia koalak
649999,Mospetero el Triple,Nivel: 143 - 155,Mopet
650000,Setal Slugdor el Exterminador,Nivel: 172 - 180,Setador
650000,Diszápulo Delzoih el Profeta,Nivel: 114 - 126,Discípulo zoth
650000,Kasrafantásol el Parapsicólogo,Nivel: 146 - 162,Kasrakol
797950,Chalbis el King,Nivel: 172 - 180,Champbis
888887,DoK Ok el Gasterópodo,Nivel: 70 - 78,Dok alako
949991,Maestrónomo el Estrellado,Nivel: 62 - 70,Maestro boletus
999194,Gazpischos el Refrescante,Nivel: 16 - 20,Pischis verde
