price,name,level,monster
0,Abrakadabra el Pata de Kabra,Nivel: 74 - 86,Abráknido venerable
0,Crujidilo Dundee el Australiano,Nivel: 62 - 70,Crujidor de las llanuras
0,Kukumina la Violenta,Nivel: 122 - 130,Kukumi
0,Chafernan D'alonzo el Nano,Nivel: 42 - 50,Chafer de élite
0,Crujlieta la Veronesa,Nivel: 93 - 105,Crujibola pulío
0,Maestrónomo el Estrellado,Nivel: 62 - 70,Maestro boletus
0,Raninia la Buena,Nivel: 102 - 110,Ranúfar
0,Kanníbal el Lector,Nivel: 52 - 60,Kaníbola arquero
0,Kanábolo el Rubio,Nivel: 52 - 60,Kaníbola jav
0,Klaidíbola Cerbarrow la Otra Mitad,Nivel: 52 - 60,Kaníbola cerbat
0,Kanibúlrich Lars el Metálico,Nivel: 52 - 60,Kaníbola Fipi
0,Kuantista el Incomprendido,Nivel: 122 - 130,Kuanuto
0,Palmiró el Tetradimensional,Nivel: 37 - 49,Palmiflor kuraçao
0,Rafa de Alnadalillas el Canibal,Nivel: 52 - 60,Rata de alcantarilla
0,Uginukem el Duque,Nivel: 42 - 50,Chafer draugr
0,Cortazador el Inconformista,Nivel: 38 - 50,Coralador
0,Kwakeado el Pirateado,Nivel: 42 - 50,Kwak de viento
0,Kwakwático el Mojado,Nivel: 42 - 50,Kwak de hielo
0,Kwakamole el Apetitoso,Nivel: 42 - 50,Kwak de tierra
0,Kwakaolatt el Chocolateado,Nivel: 42 - 50,Kwak de llamas
0,Serranito el Montadito,Nivel: 80 - 92,Cerdo serrano
0,Dragrogui el Ebrio,Nivel: 112 - 120,Draguirritado
0,Vetaurino el Energizado,Nivel: 66 - 74,Vetorano
0,Peluca la Suavita,Nivel: 42 - 50,Almejillón
0,Akujune el Capado,Nivel: 122 - 130,Kojonuki
0,Serpistol el Afónico,Nivel: 120 - 128,Serpipluma
0,Kuapánfilo el Intelectual,Nivel: 122 - 130,Kuapatán
0,Kakai el Ensuciado,Nivel: 122 - 130,Kuakai
0,Raúl Cera la Péptica,Nivel: 42 - 50,Raúl mops
0,Cañón Dorzuelo el Doloroso,Nivel: 82 - 90,Cañón dorf
0,Jikitita la Moldeada,Nivel: 122 - 130,Senojiki
0,Nakúmbat el Mortal,Nivel: 82 - 90,Notyebra
0,Merkxguerrita el Ogro,Nivel: 125 - 137,Marguerrita
0,Dreggeatón el Latino,Nivel: 62 - 70,Dragohuevo calizo
0,Dragmocles el Fatalista,Nivel: 62 - 70,Dragohuevo pizarroso
0,Dragkuín el Disfrazado,Nivel: 62 - 70,Dragohuevo arcilloso
0,Drajoanito el Rojo,Nivel: 62 - 70,Dragohuevo carbonoso
0,Koalalia el Mudo,Nivel: 80 - 88,Koalak coco
0,Koalugok el Pato,Nivel: 80 - 88,Koalak guinda
0,Koalako el Pato,Nivel: 80 - 88,Koalak índigo
0,Koaluik el Pato,Nivel: 80 - 88,Koalak reineta
0,Ratila el Huno,Nivel: 52 - 60,Rata hyoactiva
0,Sparito el Feo,Nivel: 57 - 69,Sparo
0,Fantasmarley el Rastafari,Nivel: 42 - 50,Fantasma de aperitubo
0,Fanthraks el Acomplejado,Nivel: 42 - 50,Fantasma corazado
0,Fantasma Arepopins la Niñera,Nivel: 42 - 50,Fantasma sesino
0,Fantastle Vániante la Matavampiros,Nivel: 42 - 50,Fantasma nimado
0,Barbrétzel el Salado,Nivel: 58 - 70,Barbrusa
0,Nieruba el Poeta,Nivel: 126 - 138,Nierba
0,Cañón Dorzuelo el Doloroso,Nivel: 82 - 90,Cañón dorf
0,Jikitita la Moldeada,Nivel: 122 - 130,Senojiki
0,Nakúmbat el Mortal,Nivel: 82 - 90,Notyebra
0,Merkxguerrita el Ogro,Nivel: 125 - 137,Marguerrita
0,Dreggeatón el Latino,Nivel: 62 - 70,Dragohuevo calizo
0,Dragmocles el Fatalista,Nivel: 62 - 70,Dragohuevo pizarroso
0,Dragkuín el Disfrazado,Nivel: 62 - 70,Dragohuevo arcilloso
0,Drajoanito el Rojo,Nivel: 62 - 70,Dragohuevo carbonoso
0,Koalalia el Mudo,Nivel: 80 - 88,Koalak coco
0,Koalugok el Pato,Nivel: 80 - 88,Koalak guinda
0,Koalako el Pato,Nivel: 80 - 88,Koalak índigo
0,Koaluik el Pato,Nivel: 80 - 88,Koalak reineta
0,Ratila el Huno,Nivel: 52 - 60,Rata hyoactiva
0,Sparito el Feo,Nivel: 57 - 69,Sparo
0,Fantasmarley el Rastafari,Nivel: 42 - 50,Fantasma de aperitubo
0,Fanthraks el Acomplejado,Nivel: 42 - 50,Fantasma corazado
0,Fantasma Arepopins la Niñera,Nivel: 42 - 50,Fantasma sesino
0,Fantastle Vániante la Matavampiros,Nivel: 42 - 50,Fantasma nimado
0,Barbrétzel el Salado,Nivel: 58 - 70,Barbrusa
0,Nieruba el Poeta,Nivel: 126 - 138,Nierba
0,Lichangora la Inmaculada,Nivel: 132 - 140,Gorolichang
0,Cracrac el Resistente,Nivel: 62 - 70,Crujidolmen
0,Warkamole el Apetitoso,Nivel: 74 - 82,Warko marrón
0,Kenoikenó el Negativo,Nivel: 132 - 140,Ino-naru
0,Abrakeponerse el Optimista,Nivel: 78 - 90,Abráknido oscuro
0,Mamachichu la Exuberante,Nivel: 122 - 130,Mamanuki
0,Sepaulturero Kleealak el Arquitecto,Nivel: 101 - 112,Koalak sepulturero
0,Zampatávoro el Miliano,Nivel: 92 - 100,Zampávoro
0,Koalúkyluk el Solitario,Nivel: 80 - 88,Koalak forestal
0,Peketchup el Hamburguesero,Nivel: 80 - 88,Pekewalak
0,Piralhaka el Maorí,Nivel: 80 - 88,Piralak
0,Ábrakin el Oscuro,Nivel: 80 - 92,Abrakno oscuro
0,Botalak Cabalgator el Ingenioso,Nivel: 102 - 114,Koalak cabalgador
0,Mospetero el Triple,Nivel: 143 - 155,Mopet
0,Kurogordu el Imponente,Nivel: 132 - 140,Kurookin
0,Drakójak el Piruletas,Nivel: 112 - 120,Dragnarok
0,Dreghouse el Cínico,Nivel: 112 - 120,Dragandrop
0,Diszápulo Delzoih el Profeta,Nivel: 114 - 126,Discípulo zoth
0,Esquenosé el Indeciso,Nivel: 127 - 139,Esquejika
0,Tofofo el Blandito,Nivel: 130 - 142,Tufo oscuro
0,Dientetris el Inolvidable,Nivel: 128 - 140,Diente pe-león
0,Florivera el Muralista,Nivel: 129 - 141,Floribundo
0,Koelloks el Cerealista,Nivel: 102 - 114,Koalak sanguíneo
0,Koayak el Destripador,Nivel: 104 - 116,Koalak salvaje
0,Mamoon el Grande,Nivel: 90 - 98,Mamá koalak
0,Momíller Frának el Umbrío,Nivel: 106 - 118,Momia koalak
0,Lodontólogo el Sonriente,Nivel: 95 - 107,Lodostropajo
0,Warjamer el Miniaturista,Nivel: 106 - 118,Warko violeta
0,Chavala Zotaina la Castigadora,Nivel: 117 - 129,Chavala zoth
0,Guerreynor Zothia la Superviviente,Nivel: 120 - 132,Guerrero zoth
0,Barrostroporosis el Frágil,Nivel: 101 - 112,Barrostropajo
0,Abrajinieves el Enanito,Nivel: 131 - 143,Abrajidor oscuro
0,Dragoss&Dungeoss el Original,Nivel: 92 - 100,Dragoss calizo
0,Ledrag el Ognat,Nivel: 92 - 100,Dragoss pizarroso
0,Dragoss To el Caluroso,Nivel: 92 - 100,Dragoss arcilloso
0,Dragore el Sangriento,Nivel: 92 - 100,Dragoss carbonoso
0,Fangshui la Parónima,Nivel: 132 - 140,Fangshu
0,Jopetas el Mojado,Nivel: 132 - 140,Petafux
0,Drakolakao el Sabroso,Nivel: 90 - 98,Drakoalak
0,Siegálaher los Chulos,Nivel: 108 - 120,Siegalak
0,Grambadabum el Elemental,Nivel: 132 - 140,Bumbardero
0,Maestro Peado la Cuenta,Nivel: 108 - 120,Maestro koalak
0,Pohozí el Jorobado,Nivel: 142 - 158,Pohoyo
0,Troolbin el de los Bolsquels,Nivel: 112 - 120,Trooloko
0,Sargende Michael el Narrador,Nivel: 123 - 135,Sargento zoth
0,Kasrafantásol el Parapsicólogo,Nivel: 146 - 162,Kasrakol
0,Tufaldo Aréneo el Marielito,Nivel: 144 - 160,Tufo aéreo
0,Abroesidor el Navegante,Nivel: 151 - 162,Abrajidor claro
0,Don Kizoth el Obstinado,Nivel: 126 - 138,Maestro zoth
0,Champacné el Granitos,Nivel: 172 - 180,Champáknido
0,Escupefistro el Torpedo,Nivel: 132 - 140,Escupefux
0,Trompsosis el Cardiaco,Nivel: 172 - 180,Trompseta
0,Champli el Sonoro,Nivel: 172 - 180,Champidonte
0,Sabeké la Vendedora,Nivel: 152 - 160,Tsukinoichi
0,Tambulé el Gastrónomo,Nivel: 152 - 160,Tamburái
0,Chalbis el King,Nivel: 172 - 180,Champbis
0,Setsa'n Desiti la Amistosa,Nivel: 172 - 180,Seta peleona
0,Setal Slugdor el Exterminador,Nivel: 172 - 180,Setador
0,Melokomitó la Saciada,Nivel: 152 - 160,Onabu-Geisha
0,Samurrancyo el Senil,Nivel: 152 - 160,Jiangshi-Nobi
0,Rojevita la Pequeña,Nivel: 132 - 140,Rojiva
0,Reyuna el Dibujante,Nivel: 192 - 200,Rey stropajo
0,Majarola el Doctor,Nivel: 162 - 170,Majaro
0,Bakazhielo el Congelado,Nivel: 162 - 170,Bakazako
0,Kaonuclear el Inestable,Nivel: 162 - 170,Kaonashi
0,Tsumani el Inundador,Nivel: 162 - 170,Tsume-bozu
